#Timestamp	Benchmark	Run(#)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1496384770611049099	parsec.dedup	1	1800	44	1.2	2.215	2.664	1798273042	6501407	2861511	641757235	3017492	1621930309	26454	12456	19412865	346009460	712740583	648162685	20920234
1496384771120242172	parsec.dedup	1	1800	44	1.2	2.231	2.684	1802456425	2381782	887405	720158560	1245419	1911063971	7967	10407	19402023	352267462	715486896	649137668	21110891
1496384771629194370	parsec.dedup	1	1800	44	1.2	2.264	2.724	1802500168	2423859	907298	725137221	1262762	1911062918	8141	10198	19484647	358202620	719241873	657207001	17985678
1496384772138227338	parsec.dedup	1	1800	44	1.2	2.273	2.734	1802401723	2766648	1069001	724435471	1352784	1898151030	9387	12269	19667016	348657683	718710314	653181577	19406898
1496384772647180161	parsec.dedup	1	1800	44	1.2	2.283	2.746	1802464014	2756109	1068935	732705326	1329723	1906968730	9570	8079	19678538	359778417	729880105	660020779	19463898
1496384773156167026	parsec.dedup	1	1800	44	1.2	2.300	2.767	1802400422	3326694	1363409	702937106	1606606	1839177430	12623	8945	19066107	351888375	715273994	647012588	19168818
1496384773665333161	parsec.dedup	1	1800	44	1.2	2.259	2.717	1797270678	3445358	1391483	715524020	1594973	1845662331	12499	17253	18568352	312843615	665558797	621046333	22407705
1496384774174548712	parsec.dedup	1	1800	44	1.2	2.221	2.674	1798179152	3156428	1261531	717860505	1463796	1865184616	11092	18999	17758557	313635630	666191860	609923893	20972676
1496384774683943181	parsec.dedup	1	1800	44	1.2	2.242	2.697	1802649243	3253935	1305937	705021596	1531788	1856536494	12162	16226	18557445	323235663	677975311	630917391	20434262
1496384775193258316	parsec.dedup	1	1800	45	1.2	2.236	2.691	1614285864	3285452	1410724	694123027	1805893	1789449258	11144	30996	10495840	176562796	412097007	408100856	18633164
1496384775702771304	parsec.dedup	1	1800	44	1.2	1.922	2.310	1062688400	9047079	4428603	302510138	4870512	661253378	34291	39928	3336073	58248341	165898461	194094767	14248944
1496384776212214335	parsec.dedup	1	1800	43	1.1	1.224	1.468	916050451	10599329	5112815	166697132	5262197	304355809	39794	40159	3356309	58022437	165489617	194152885	14234263
1496384776721573512	parsec.dedup	1	1800	42	1.1	1.145	1.371	774687548	10305446	4961338	165512813	5137464	302329000	39176	15192	1684341	44704802	114179699	118572308	7957571
1496384777487012170	parsec.facesim	1	1800	41	1.1	.937	1.121	995175017	10382026	3060563	206072886	3493098	399806985	49854	87328	5828445	82659717	208344220	249605485	16781462
1496384777997370825	parsec.facesim	1	1800	41	1.1	1.225	1.467	994017961	10250254	3020848	210780239	3461464	415961381	49373	87006	5790566	85092448	211030496	250848970	16666297
1496384778507843062	parsec.facesim	1	1800	41	1.1	1.228	1.471	1009594480	9547040	2858610	240504153	3330871	489561245	45631	80602	5273687	102412677	249351726	261863826	16018820
1496384779017460051	parsec.facesim	1	1800	41	1.1	1.238	1.483	905010904	1272935	765422	358607363	1141690	869408689	8674	15594	1318609	149953727	368100557	248007927	7633955
1496384779527317977	parsec.facesim	1	1800	41	1.1	1.326	1.588	909173648	1846126	1140155	206919719	1910038	550582755	18662	36453	3167372	72133167	189312791	186058794	11492210
1496384780036854528	parsec.facesim	1	1800	41	1.1	1.201	1.438	903853711	828923	358746	143308822	1359827	432173079	4410	8575	8650522	108988651	142584554	211609150	5822873
1496384780546179330	parsec.facesim	1	1800	41	1.1	1.098	1.314	903056501	204088	128702	184393378	1039954	509470888	957	1878	6503498	110508956	184761767	216397312	5652925
1496384781055501131	parsec.facesim	1	1800	41	1.1	1.134	1.358	903132701	782680	251734	146799508	1197977	446632480	2360	4997	9619894	114361321	146752403	223350746	5048253
1496384781564701954	parsec.facesim	1	1800	41	1.1	1.130	1.353	905075349	906443	507345	172698793	1728082	409769991	6904	13675	3597764	85570053	173450317	162267634	7281471
1496384782074111255	parsec.facesim	1	1800	40	1.1	1.126	1.348	904459994	651152	380003	159521770	1375192	380106666	5013	11465	2546501	78160432	161308846	137058564	4903230
1496384782583364724	parsec.facesim	1	1800	40	1.1	1.101	1.318	904660859	735881	443018	160603692	1349997	390854426	6451	11221	2565001	77278876	158811245	135803839	4488575
1496384783092698817	parsec.facesim	1	1800	40	1.1	1.099	1.316	905188599	735408	440639	159855351	1369560	388400184	6505	16623	2411792	80936337	165297787	143157190	5686609
1496384783601894119	parsec.facesim	1	1800	40	1.1	1.122	1.343	902856491	270106	152107	189146055	720795	654057982	2123	462	15646326	168916091	187640006	339558488	4146562
1496384784111149628	parsec.facesim	1	1800	40	1.1	1.412	1.693	902865510	105789	43656	1097913997	1405531	1463870448	329	650	4035739	76716551	1153947093	414031527	115050003
1496384784620332555	parsec.facesim	1	1800	41	1.2	1.840	2.210	902596663	184305	92737	329360372	615734	867935921	1012	2029	18710440	192609723	272199281	411711992	10617152
1496384785129543357	parsec.facesim	1	1800	41	1.1	1.211	1.451	1266348155	5545864	1544245	475355898	7241528	878606797	25968	51873	2553803	73285095	507703555	322245569	17351447
1496384785638703846	parsec.facesim	1	1800	42	1.2	2.287	2.753	1802496432	9105788	49873	888895216	14114373	1702468799	229	454	2101661	86998960	884367996	489139902	21593724
1496384786148174731	parsec.facesim	1	1800	42	1.2	2.307	2.775	1545813081	10267090	84355	721426165	10641523	1437615604	797	1511	1624268	77694142	707337928	397746482	20856592
1496384786657467012	parsec.facesim	1	1800	43	1.2	2.048	2.463	1802448549	16767345	48726	808777740	13132059	1629700085	225	452	1973625	91529189	807968691	466206241	27712507
1496384787166740418	parsec.facesim	1	1800	43	1.2	2.278	2.740	1699316537	8656924	88701	621374248	9236645	1310596668	860	1620	1120146	74500251	603222934	352619255	27574893
1496384787676359761	parsec.facesim	1	1800	43	1.2	1.924	2.312	1764577459	260562	100199	391694317	433439	798475217	745	1192	141380	16674455	417032061	229578372	53490118
1496384788185810562	parsec.facesim	1	1800	44	1.2	1.924	2.312	1769928283	256249	100352	392545181	437778	800317805	742	1138	132853	16470777	414939013	228404068	53076422
1496384788695351551	parsec.facesim	1	1800	44	1.2	1.930	2.319	1776395963	260086	102723	392644202	436492	800454701	731	1121	127684	16666744	421434617	231654439	53914379
1496384789204781102	parsec.facesim	1	1800	44	1.2	1.917	2.304	1767092684	259191	102415	392366041	436501	799994172	741	1171	138605	16603101	414934625	228895716	53595251
1496384789714203696	parsec.facesim	1	1800	44	1.2	1.939	2.330	1773433816	262672	103330	392626831	438643	800513309	759	1121	128073	16575397	416344167	228769052	53310848
1496384790223656538	parsec.facesim	1	1800	44	1.2	1.937	2.328	1775181044	259091	101832	393252208	436807	801663067	738	1129	131950	16515202	414893425	228409439	52987311
1496384790733007382	parsec.facesim	1	1800	44	1.2	1.904	2.288	1766434428	260086	101774	391771197	435958	798690090	738	1145	132316	16588735	417101133	229570425	53365293
1496384791242499141	parsec.facesim	1	1800	44	1.2	1.906	2.291	1780866311	263620	103879	393329926	438643	801914308	760	1135	130234	16730572	421015143	231884471	54323010
1496384791752010380	parsec.facesim	1	1800	45	1.2	1.920	2.307	1771096100	256886	100731	392306777	436529	799818863	735	1151	132636	16373586	412081946	226752987	52591064
1496384792261337202	parsec.facesim	1	1800	45	1.2	1.927	2.315	1796396813	16839672	50017	799758725	13266715	1625751654	234	695	1447380	68268519	681862878	386636698	35602187
1496384792770508463	parsec.facesim	1	1800	45	1.2	2.277	2.741	1505941635	14141812	47149	741919122	11406827	1517347452	223	1143	1119703	110022002	549178115	323676331	15956440
1496384793279868848	parsec.facesim	1	1800	45	1.2	2.119	2.548	1023697181	2542245	994933	434253709	4120586	973529887	2006	1440	1148227	108997020	230830677	167161444	10779397
1496384793789434836	parsec.facesim	1	1800	44	1.2	1.533	1.841	659134491	712146	221237	85084751	1218217	219703427	2838	50067	3483647	57506591	143641441	163569937	11281715
1496384794299443012	parsec.freqmine	1	1800	43	1.1	.929	1.113	993884470	10249661	3036781	212220911	3482063	418388640	49322	87338	5805979	83169878	208937687	250422904	16739851
1496384794809531250	parsec.freqmine	1	1800	43	1.1	1.016	1.216	992865283	10305730	3063757	210588152	3501585	416114081	49653	86155	5759052	87307516	214038035	252392750	16527874
1496384795319663384	parsec.freqmine	1	1800	42	1.1	1.231	1.475	994992931	9595188	2850000	207741778	3297549	418435217	46030	36930	2655946	60399620	136677028	133342465	7716771
1496384795828937831	parsec.freqmine	1	1800	42	1.1	1.134	1.357	903969020	218934	110021	78124678	197275	187884580	1281	1970	552951	40041449	78013718	47809848	955514
1496384796338057716	parsec.freqmine	1	1800	41	1.1	1.040	1.244	903180663	214560	109005	78064430	200994	187629215	1294	2067	570088	40074298	78228572	48244783	1004364
1496384796847180602	parsec.freqmine	1	1800	41	1.1	.988	1.182	903597214	207249	106208	77891420	194450	187403005	1245	1959	543210	40042099	78003814	47642715	990521
1496384797356419966	parsec.freqmine	1	1800	40	1.1	.988	1.182	903541712	208277	106663	77796282	194380	187266816	1238	1961	541294	40049029	78025875	47634577	993139
1496384797865879913	parsec.freqmine	1	1800	40	1.1	.986	1.180	903388140	203779	105907	77819702	194624	187273957	1240	1961	567389	40039633	78001852	48007469	982264
1496384798375012402	parsec.freqmine	1	1800	40	1.1	.985	1.179	903527564	211182	109414	77836250	194007	187315793	1238	1961	533012	40049545	78004694	47469975	980334
1496384798884182246	parsec.freqmine	1	1800	39	1.1	.986	1.180	903284032	203060	105841	77760422	192334	187197998	1235	1973	542013	40054475	78049424	47642617	989014
1496384799393315339	parsec.freqmine	1	1800	39	1.1	.984	1.177	903551653	211097	110121	77875429	194134	187403412	1242	1970	547622	40052770	78029629	47700429	981270
1496384799902427225	parsec.freqmine	1	1800	39	1.1	.985	1.179	903243604	208243	107554	77843315	193964	187373396	1239	1969	539851	40058763	78041211	47605440	979176
1496384800411619901	parsec.freqmine	1	1800	39	1.1	.984	1.177	903480683	207917	106998	77834941	194660	187368564	1237	1963	563467	40065257	78039884	47995801	979601
1496384800920840974	parsec.freqmine	1	1800	39	1.1	.984	1.178	903389093	208109	107471	77866547	194072	187432367	1241	1964	543365	40065814	78041534	47645826	974001
1496384801429996484	parsec.freqmine	1	1800	39	1.1	.983	1.176	903396089	205970	106663	77823246	194049	187359996	1238	1963	535152	40058896	78029120	47512405	971445
1496384801939119494	parsec.freqmine	1	1800	39	1.1	.983	1.176	903659093	207801	107269	77915626	194644	187527324	1246	1971	541592	40073067	78079924	47651354	981722
1496384802448295630	parsec.freqmine	1	1800	39	1.1	.982	1.175	903447434	206020	107224	77866796	192953	187383778	1243	1970	541056	40074266	78066188	47634589	980202
1496384802957463181	parsec.freqmine	1	1800	39	1.1	.982	1.175	1161598441	296847	162567	85451218	270871	213650258	2067	6034	4845140	73158502	283924970	337271841	8134738
1496384803466837629	parsec.freqmine	1	1800	41	1.1	1.645	1.976	1762788192	915219	560636	414424927	3572587	2325792606	5867	38170	5933497	168444764	372194977	317414572	48870894
1496384803976482118	parsec.freqmine	1	1800	41	1.2	1.909	2.293	1732839125	2402317	1543566	372931906	12497069	852987001	20372	10935	13091682	228313020	719987387	489265261	25460071
1496384804485633857	parsec.freqmine	1	1800	42	1.2	2.074	2.495	1802804295	257815	54475	1022709486	1687783	1983478184	250	474	20796401	302777606	1082040670	777696609	6378254
1496384804994757534	parsec.freqmine	1	1800	43	1.2	2.403	2.896	1802547029	259842	53215	1074136971	1635381	2019645495	241	472	19966621	303633460	1092923835	770285914	6235992
1496384805503839356	parsec.freqmine	1	1800	43	1.2	2.412	2.905	1802543850	226821	51544	1109721880	1531757	2075324239	231	452	19526360	307088481	1123686810	782442702	5157283
1496384806012922512	parsec.freqmine	1	1800	44	1.2	2.422	2.918	1802523094	244655	50655	1119221196	1390143	2080608353	227	454	19658130	304807303	1118815361	780695123	6465009
1496384806522065314	parsec.freqmine	1	1800	44	1.2	2.436	2.935	1802565533	248881	50688	1106321297	1498407	2060290953	231	458	20067363	304615698	1105104287	780237687	6060500
1496384807031296304	parsec.freqmine	1	1800	45	1.2	2.423	2.920	1802548107	243821	51406	1110403509	1506497	2068724961	227	458	20312148	303319906	1097091449	779896431	6921155
1496384807540410855	parsec.freqmine	1	1800	45	1.2	2.431	2.928	1802696813	253763	50716	1104505916	1631794	2056862308	228	460	19853304	303398587	1116449662	780603511	6993728
1496384808049565741	parsec.freqmine	1	1800	45	1.2	2.431	2.929	1802778765	246797	49521	1110539197	1608898	2059988986	226	456	21138452	300856695	1091678361	785089948	6289084
1496384808558674022	parsec.freqmine	1	1800	45	1.2	2.436	2.935	1802412320	256155	50426	1089994538	1771946	2029624849	227	458	19973712	300775113	1102826742	773832459	6860463
1496384809067815302	parsec.freqmine	1	1800	46	1.2	2.426	2.923	1802418903	243817	50503	1100450050	1735959	2050049350	231	458	20257227	299429278	1106000181	778029990	7352105
1496384809576955646	parsec.freqmine	1	1800	46	1.2	2.434	2.933	1802438615	245581	50557	1111056801	1738253	2051949522	228	454	20760992	298292269	1099153232	780229046	6525984
1496384810086187990	parsec.freqmine	1	1800	46	1.2	2.437	2.936	1802416232	241995	50022	1086306752	1892833	2021205047	229	460	19043732	293584000	1019037052	706963548	9611026
1496384810595400458	parsec.freqmine	1	1800	46	1.2	2.317	2.790	1798801656	205178	56717	811597963	2062958	1761267960	272	684	13678225	265152297	713576779	485903838	17375560
1496384811104603655	parsec.freqmine	1	1800	46	1.2	2.079	2.499	1783533949	306478	115075	680159810	2738563	1511745814	1217	3841	21411072	233732560	551201146	573465048	23078854
1496384811613901895	parsec.freqmine	1	1800	46	1.2	2.122	2.552	1621734374	320369	141123	567542532	5336943	1375997817	1534	5173	18312883	188820023	447286589	499691118	18961464
1496384812123683237	parsec.streamcluster	1	1800	45	1.1	1.465	1.759	903870209	3081374	929312	270056538	3082948	600608165	14281	73249	4955160	72878724	181626615	214114521	14281195
1496384812633885579	parsec.streamcluster	1	1800	44	1.1	1.232	1.476	994363027	10434076	3039572	206721122	3454673	400705035	49931	87471	5811254	84328305	210063678	250468395	16781806
1496384813144095630	parsec.streamcluster	1	1800	43	1.1	1.235	1.479	995875356	10262442	3007990	211918897	3417102	419941072	49102	85425	5738714	88882868	216267166	252817745	16557695
1496384813653590681	parsec.streamcluster	1	1800	43	1.1	1.254	1.502	1384823353	7486156	2288302	309317339	2990516	653788249	36744	14509	2335152	73103235	486826034	322729682	46645712
1496384814163030232	parsec.streamcluster	1	1800	44	1.2	2.002	2.406	1802113933	157028	62159	529466657	2009639	1215655345	827	950	2200226	60472903	516802887	341914890	57095963
1496384814672444096	parsec.streamcluster	1	1800	45	1.2	2.210	2.660	1802467457	141099	56684	531073633	2007768	1219120994	804	971	2225360	60464382	516966830	342701201	57093855
1496384815181897752	parsec.streamcluster	1	1800	46	1.2	2.213	2.662	1802469152	141369	58090	531214521	2008421	1219706446	797	919	2210791	60510543	516901229	342215138	57101070
1496384815691473824	parsec.streamcluster	1	1800	46	1.2	2.216	2.665	1802475537	139930	57732	531213355	2008437	1219742366	799	912	2202618	60568646	516958846	341951480	57072529
1496384816200926146	parsec.streamcluster	1	1800	46	1.2	2.216	2.666	1802620020	143059	57624	531092593	2007727	1219231757	795	1000	2165124	60200557	515979348	340669724	57607019
1496384816710300260	parsec.streamcluster	1	1800	47	1.2	2.217	2.666	1802593360	144499	59296	528909596	2013384	1218564348	783	997	2014663	59771035	513741350	335702305	59868753
1496384817219723208	parsec.streamcluster	1	1800	47	1.2	2.222	2.673	1802609378	144204	57894	527867443	2017172	1218128894	787	958	1955752	59380309	513084622	334235756	59728015
1496384817729117321	parsec.streamcluster	1	1800	47	1.2	2.221	2.674	1803051642	139077	57673	527911029	2019264	1219712228	865	1136	1890082	59322576	513104661	332483998	58942027
1496384818238422561	parsec.streamcluster	1	1800	47	1.2	2.219	2.672	1802622375	146827	58978	527268564	2030229	1219366605	904	1138	1863113	59282540	512482543	331390436	58726421
1496384818747842174	parsec.streamcluster	1	1800	47	1.2	2.218	2.667	1802457885	142755	57623	527008856	2053507	1219710441	925	1035	1832467	59104909	512411645	330786372	58670515
1496384819257230330	parsec.streamcluster	1	1800	47	1.2	2.216	2.665	1802445080	145929	57721	526123292	2159006	1218303972	886	1089	1814927	59052353	511815689	330044640	57416653
1496384819766648674	parsec.streamcluster	1	1800	48	1.2	2.213	2.662	1802461072	141813	58382	525933282	2192107	1218535635	913	1127	1797202	59096430	511860094	329385339	57377261
1496384820276171016	parsec.streamcluster	1	1800	47	1.2	2.213	2.661	1802535417	147422	59233	525923140	2213431	1218460376	873	1121	1795830	59091660	511918892	329258439	57369517
1496384820785662359	parsec.streamcluster	1	1800	48	1.2	2.212	2.663	1802472977	142760	58816	525761574	2206131	1218293808	889	1079	1792883	59274517	511632327	329134663	57605313
1496384821295069411	parsec.streamcluster	1	1800	48	1.2	2.214	2.666	1802616767	140189	58255	524664177	2244237	1215919257	863	1128	1777654	58993141	511178377	328454389	57786817
1496384821804500421	parsec.streamcluster	1	1800	48	1.2	2.214	2.665	1802947607	142646	57190	524711043	2249719	1216086498	902	1130	1776307	59056730	511641016	328690308	57818621
1496384822314433388	parsec.streamcluster	1	1800	48	1.2	2.214	2.665	698388185	6361855	1883658	160268362	2274116	324270171	30215	58560	3963745	59244923	147319617	172959212	11482575
1496384822824704647	splash2x.barnes	1	1800	46	1.1	.968	1.158	994616026	10362911	3039641	209017672	3468361	408304689	49720	87666	5796665	83598305	209422399	250517091	16751629
1496384823334841468	splash2x.barnes	1	1800	45	1.1	1.240	1.485	992452605	10140876	2984707	214669113	3423937	428578854	48904	86388	5737314	88250945	215196944	252664547	16599382
1496384823844880456	splash2x.barnes	1	1800	44	1.1	1.241	1.488	1095219498	5234248	1796409	219827663	2776688	519797923	28375	43791	4212203	85022233	223793698	235908917	18512324
1496384824354389882	splash2x.barnes	1	1800	44	1.1	1.283	1.538	1802268707	572268	246842	459529058	7482435	983400011	2451	3062	4593618	100860644	505055068	374272926	28373426
1496384824863517559	splash2x.barnes	1	1800	45	1.2	1.943	2.335	1802694875	105061	59579	628361091	8402466	1310314150	231	458	3919107	107603242	628974191	438855603	29102691
1496384825372711048	splash2x.barnes	1	1800	46	1.2	2.351	2.831	1802696645	101348	59721	629308072	7779846	1310992378	228	452	3891110	107691561	629825346	439084991	28971123
1496384825881958559	splash2x.barnes	1	1800	46	1.2	2.358	2.841	1802746285	103674	62069	629309709	8109388	1312258305	226	456	3851887	107658047	629489958	438248559	29532517
1496384826391150798	splash2x.barnes	1	1800	46	1.2	2.360	2.841	1802812465	101716	67319	629146551	8020606	1312576937	223	454	3820055	107608277	629127042	437745548	29588138
1496384826900356766	splash2x.barnes	1	1800	46	1.2	2.362	2.844	1802796050	105834	69233	628424032	8496362	1313992985	226	458	3894783	107482691	627852426	437279786	28779347
1496384827409751901	splash2x.barnes	1	1800	47	1.2	2.362	2.843	1802830944	101253	72186	625964152	9595300	1306535355	223	464	4127681	107355560	626862378	439573858	26711963
1496384827918950869	splash2x.barnes	1	1800	47	1.2	2.352	2.833	1763399416	103629	69278	615297186	9472769	1283188064	225	442	3913665	100200462	582398699	409981325	25112500
1496384828428246088	splash2x.barnes	1	1800	46	1.2	2.347	2.827	1644786241	349544	139471	424887803	4707768	939586225	1820	3609	3584793	109876582	465484174	337942694	23090997
1496384828937450264	splash2x.barnes	1	1800	47	1.2	1.898	2.281	1802563223	106645	44155	628382820	6126372	1310672516	231	456	3934773	107416218	628252371	438945319	28987444
1496384829446674045	splash2x.barnes	1	1800	47	1.2	2.358	2.841	1802558642	103517	43877	628161536	6524886	1308448273	228	452	3882233	107391003	628168967	438584529	30182981
1496384829955948972	splash2x.barnes	1	1800	47	1.2	2.365	2.850	1802555640	104068	42312	628289621	6394625	1309906433	229	456	3836522	107399916	628208018	437872470	29536093
1496384830465136003	splash2x.barnes	1	1800	47	1.2	2.364	2.848	1802736002	102751	43260	628574626	6377596	1311732194	228	452	3793019	107382312	628118664	437023459	30493958
1496384830974346721	splash2x.barnes	1	1800	47	1.2	2.366	2.850	1802577840	102443	43321	628399219	6153125	1313984640	229	454	3839374	107518181	628539482	437309207	29120077
1496384831483550857	splash2x.barnes	1	1800	47	1.2	2.363	2.847	1802776245	102885	48550	628019458	5736428	1311128906	227	462	4121715	107555747	628259380	440810927	25933611
1496384831992768867	splash2x.barnes	1	1800	47	1.2	2.349	2.830	1800352459	103943	46825	628155768	6183181	1308476699	228	458	4049848	104945926	610826303	429507417	25496753
1496384832502094543	splash2x.barnes	1	1800	47	1.2	2.334	2.812	1505284282	331964	131670	386359633	4135389	861223504	1417	2865	3160024	97811239	397696729	290556692	19715697
1496384833011370053	splash2x.barnes	1	1800	47	1.2	2.116	2.545	1802574152	106358	46222	629008123	6147375	1312217170	231	458	3967990	107554180	628755284	439243907	27682144
1496384833520509563	splash2x.barnes	1	1800	47	1.2	2.358	2.841	1802800320	104359	44636	628740436	6564154	1310573923	230	454	3892957	107454565	628811400	438565489	29017430
1496384834029718032	splash2x.barnes	1	1800	47	1.2	2.362	2.846	1802567694	105040	44522	628402351	6732482	1310386214	229	458	3826428	107459357	628666152	437573815	29685662
1496384834538964896	splash2x.barnes	1	1800	47	1.2	2.362	2.846	1802559223	101100	42197	628160263	6460136	1311112866	227	452	3827439	107524176	628746238	437647854	29176945
1496384835048108948	splash2x.barnes	1	1800	47	1.2	2.363	2.847	1802810865	102116	42477	628715726	6415612	1314643078	227	456	3809547	107599285	629029849	436934686	29244337
1496384835557318895	splash2x.barnes	1	1800	47	1.2	2.362	2.843	1802579630	101675	45852	628884448	5881685	1314088452	227	448	4106522	107743877	629115578	440740011	25112856
1496384836066563801	splash2x.barnes	1	1800	47	1.2	2.349	2.828	1802696740	104922	46551	628682291	6158181	1311120181	229	454	4154825	107575028	628734099	441209479	24678995
1496384836575810707	splash2x.barnes	1	1800	47	1.2	2.347	2.827	1519051180	333940	131014	386144458	4218035	858864403	1497	2833	3166075	97069460	390654014	286583627	19368068
1496384837085118509	splash2x.barnes	1	1800	47	1.2	1.777	2.135	1802849180	106602	44083	629872516	6010419	1313856478	233	458	4019493	107566779	628701424	439556008	27326721
1496384837594344394	splash2x.barnes	1	1800	47	1.2	2.352	2.833	1802639297	105030	48491	629537436	6545153	1312107207	228	454	3892302	107510138	629037598	438632210	28864670
1496384838103609800	splash2x.barnes	1	1800	47	1.2	2.364	2.848	1802584597	102582	46752	629578271	6695602	1311547923	229	458	3850759	107482128	628885778	437990253	29847255
1496384838612836601	splash2x.barnes	1	1800	47	1.2	2.366	2.851	1802693307	102436	41175	629625633	6485288	1312761410	227	458	3853801	107472699	628710258	437788058	29588672
1496384839122062695	splash2x.barnes	1	1800	47	1.2	2.367	2.852	1802596727	104708	49361	629727959	6317257	1316075225	226	458	3797437	107502450	628802219	436793856	29861893
1496384839631310184	splash2x.barnes	1	1800	48	1.2	2.365	2.849	1802589162	102291	45714	629898640	5978228	1316142536	223	458	4047900	107683114	628906628	439925139	25905080
1496384840140782756	splash2x.barnes	1	1800	48	1.2	2.348	2.829	1802695640	107900	46831	629514277	6044984	1312910386	227	458	4180382	107554193	628329431	441035044	24462179
1496384840649948621	splash2x.barnes	1	1800	47	1.2	2.345	2.823	1158074512	474710	162537	395061340	4144509	826180997	1854	3258	2245457	59216005	320420965	231895497	14426986
1496384841160076984	splash2x.fmm	1	1800	46	1.1	.803	.961	865993073	8253372	2439941	172136181	2815565	339859385	39650	79683	5373069	79186357	197792999	233740710	15459439
1496384841670276034	splash2x.fmm	1	1800	45	1.1	1.237	1.482	993501978	10344571	3069598	209593182	3509217	411949740	49936	86927	5766095	84399879	210287662	250557444	16668327
1496384842180285730	splash2x.fmm	1	1800	45	1.1	1.242	1.488	1002317909	10090491	3009599	215641844	3459562	434470841	48556	86467	5724621	88814508	217057223	254162568	16690400
