#Timestamp	Benchmark	Run(#)	Cores(#)	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_ACCESS	L1D_TLB_REFILL	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	BRANCH_MISPRED	BRANCH_PRED	DATA_MEM_ACCESS	L1I_CACHE_ACCESS	L2D_CACHE_ACCESS
1495831121895461221	parsec.dedup	1	1	1800	39	1.2	1.265	1.517	901101402	4140280	2085506	287503576	2567351	667823386	24185	38805	7156167	121395666	281780023	279146813	11327135
1495831122405019412	parsec.dedup	1	1	1800	39	1.2	1.260	1.512	901305990	4198892	2119373	286039903	2596400	657413932	24901	40119	7223496	127315461	290837085	283070476	11079076
1495831122914379030	parsec.dedup	1	1	1800	39	1.2	1.272	1.526	901229365	4366976	2219114	281490658	2694330	648164321	25004	39904	7084104	123500638	286205146	279618150	11273141
1495831123423913694	parsec.dedup	1	1	1800	39	1.1	1.278	1.532	901189360	3814253	2034277	278713073	2448000	641569872	22367	35069	6884870	113964856	276680879	273293419	11766422
1495831123933585243	parsec.dedup	1	1	1800	39	1.2	1.275	1.529	901293380	4302204	2162255	284366808	2637449	655850005	24368	40160	7025733	124910763	291206050	277876257	11092939
1495831124443258900	parsec.dedup	1	1	1800	39	1.2	1.266	1.519	901356507	3997819	2010629	281312278	2470755	634018806	21893	38666	6905987	115443150	270492313	270619865	12241300
1495831124952728671	parsec.dedup	1	1	1800	39	1.1	1.266	1.518	901276582	4178838	2082922	290684960	2583358	667383217	24343	39315	7235640	128466993	292178396	282770980	11041857
1495831125462122298	parsec.dedup	1	1	1800	39	1.1	1.263	1.514	901152231	4509313	2268102	280778320	2779599	645260057	24862	40106	7075917	125099588	285230662	279967879	11145040
1495831125971476145	parsec.dedup	1	1	1800	39	1.1	1.279	1.534	901165519	4419922	2201713	284423706	2711047	648591580	24805	40173	6909944	129155993	286719684	278913167	10744845
1495831126480995472	parsec.dedup	1	1	1800	39	1.2	1.270	1.524	901081780	4182418	2094590	285635330	2585424	664400914	24292	40034	7057426	128225858	288785030	282192520	11114065
1495831126990451079	parsec.dedup	1	1	1800	39	1.2	1.273	1.527	901069510	4049994	2023699	289870815	2500880	679870936	23847	39454	7236329	129797128	289627341	284680826	10680642
1495831127499853397	parsec.dedup	1	1	1800	39	1.2	1.265	1.518	901109975	3929211	1967092	290844734	2436224	683106031	23364	40976	7011480	122829726	285878374	278494943	11178146
1495831128009237099	parsec.dedup	1	1	1800	39	1.1	1.272	1.524	901155109	4235210	2136611	285857213	2635479	659335650	24487	40442	7006954	120792737	285918539	277295021	11615983
1495831128518886655	parsec.dedup	1	1	1800	39	1.2	1.268	1.521	901119399	3958509	1998100	291664445	2495987	674250356	23465	40508	6997796	128306095	291169344	280176062	10820357
1495831129028436201	parsec.dedup	1	1	1800	39	1.2	1.273	1.527	901263781	4200822	2120900	289128796	2621786	662280307	24628	38877	7046961	132397979	289587500	282485379	10635284
1495831129537824809	parsec.dedup	1	1	1800	39	1.2	1.273	1.528	901140670	4207030	2101399	288493147	2599053	665911053	24221	39596	7097787	128794701	288964345	282914338	10836247
1495831130047225676	parsec.dedup	1	1	1800	39	1.2	1.270	1.524	901085317	3871653	1944236	290291741	2424766	689842637	23206	37988	7288127	127393651	289236554	282771403	11319387
1495831130556556399	parsec.dedup	1	1	1800	39	1.2	1.264	1.517	901078974	3931644	1958119	291556416	2423579	686932125	23236	40242	7005669	125831931	286852972	278999898	11204554
1495831131065881441	parsec.dedup	1	1	1800	39	1.2	1.275	1.530	901123188	4099821	2057918	289322366	2554243	669640845	23557	40429	7161948	124128336	289761574	280289135	11388453
1495831131575277839	parsec.dedup	1	1	1800	39	1.2	1.260	1.511	901128247	4179589	2106127	286378151	2562323	664376103	24264	39804	6837721	124823162	279378186	275797539	11103929
1495831132084768431	parsec.dedup	1	1	1800	39	1.2	1.276	1.531	901151448	4117598	2052562	290546739	2551942	666606856	24370	41166	7009763	127663694	288750303	281020751	10646963
1495831132594289129	parsec.dedup	1	1	1800	39	1.1	1.265	1.516	901085567	4396671	2219544	280082701	2687025	651414410	24905	38610	6759342	125254164	283670103	276318058	10549191
1495831133103749082	parsec.dedup	1	1	1800	39	1.2	1.270	1.523	754918234	3996748	2010044	288633130	2467249	677708684	23871	20180	2270614	54104952	131851676	130628745	7723630
1495831134123077577	parsec.facesim	1	1	1800	39	1.1	1.186	1.420	901287574	9265470	2698059	201768589	3177354	394932332	46946	84362	5368367	77224215	196621706	234636732	15359477
1495831134633035335	parsec.facesim	1	1	1800	39	1.1	1.164	1.396	901320617	9288069	2698596	200002699	3164950	391687604	47078	83179	5327953	81348868	202429105	237838509	15182492
1495831135143008846	parsec.facesim	1	1	1800	39	1.1	1.173	1.405	900188495	8947703	2625657	203637278	3105000	407040468	45663	74557	4702033	98029204	238755176	244707419	14053032
1495831135652630174	parsec.facesim	1	1	1800	39	1.1	1.179	1.412	851454723	2319395	1015064	292227965	1279563	670137971	11140	15608	1329234	150238757	368689968	247901960	7634432
1495831136162765357	parsec.facesim	1	1	1800	39	1.1	1.223	1.466	894946260	1902661	1181442	274464527	1647071	712397580	17575	36265	3266362	70878054	184770641	185226342	11763227
1495831136672306608	parsec.facesim	1	1	1800	39	1.1	1.199	1.438	901176955	991008	455212	159661095	1268325	472050657	5867	8501	8557505	108042621	141759317	209708618	5993770
1495831137181510278	parsec.facesim	1	1	1800	39	1.1	1.132	1.356	901202477	322923	200827	179355994	1337099	478902073	2662	1004	6485553	110194583	183671278	214887451	5697901
1495831137690820075	parsec.facesim	1	1	1800	39	1.1	1.105	1.324	899471061	452733	163260	140205867	1139367	437330378	1543	5025	9614665	114028420	146361647	223019489	5020478
1495831138200070334	parsec.facesim	1	1	1800	39	1.1	1.135	1.360	899949821	491192	250579	143438024	1523830	369757748	2885	13312	3559503	85689197	173275025	161767129	7218213
1495831138709470262	parsec.facesim	1	1	1800	39	1.1	1.135	1.359	901099110	913966	542597	179576751	1722812	422987346	7807	12458	2590202	78423245	162131651	138923874	5222621
1495831139218632338	parsec.facesim	1	1	1800	39	1.1	1.104	1.322	901094935	681120	418593	158911409	1460935	384416300	5998	10800	2553125	76118432	156769388	133776203	4535772
1495831139727902728	parsec.facesim	1	1	1800	39	1.1	1.105	1.323	901093862	725540	460821	160350988	1481913	388359561	6636	14432	2511293	79290318	162098770	140115507	5377445
1495831140237177101	parsec.facesim	1	1	1800	39	1.1	1.089	1.304	901107596	545935	323294	160684680	1170147	457948724	4798	2535	15543818	169963121	189469864	341057536	4707655
1495831140746535622	parsec.facesim	1	1	1800	39	1.1	1.115	1.337	901184224	69191	27173	518532687	702989	1010458512	116	226	4049387	77125416	1167451247	417725217	116762618
1495831141255680186	parsec.facesim	1	1	1800	40	1.2	1.405	1.686	901116610	80154	28605	905412246	1208086	1318224225	125	298	19105746	195973452	260112557	413594634	9179390
1495831141765189127	parsec.facesim	1	1	1800	40	1.2	1.517	1.822	898349294	1869819	1209336	226890774	1863028	592409490	20839	50783	1633971	52340072	348810350	227017393	12138107
1495831142274530613	parsec.facesim	1	1	1800	40	1.1	1.200	1.438	899110047	4696576	297317	436436632	6607219	800398312	4738	226	1069868	44023739	453672950	255956073	8949181
1495831142783755225	parsec.facesim	1	1	1800	40	1.2	1.385	1.661	901089990	4729762	28857	448012865	6974508	841131892	116	226	1029506	42646937	437534211	248173311	10363627
1495831143292889985	parsec.facesim	1	1	1800	40	1.2	1.370	1.644	901090132	4567195	28644	434844115	6879275	824430634	117	280	934688	44367090	438400370	244442764	9980800
1495831143802183851	parsec.facesim	1	1	1800	40	1.2	1.369	1.642	900000735	4921902	36571	431122705	5766052	845884739	196	266	958596	46852888	418366881	239925031	13146264
1495831144311350886	parsec.facesim	1	1	1800	40	1.2	1.366	1.639	901163262	7614849	28533	413767420	6561497	815409518	128	246	944955	45949153	408817644	238232767	13370971
1495831144820537276	parsec.facesim	1	1	1800	40	1.2	1.358	1.630	901144425	7524897	27765	407333003	6509161	806470059	116	228	925779	44961175	399548870	233907969	13764942
1495831145329721128	parsec.facesim	1	1	1800	40	1.2	1.348	1.618	901141914	7350908	30184	396738930	6443409	791374217	114	224	928750	44651458	396815742	232908512	13874885
1495831145838966709	parsec.facesim	1	1	1800	40	1.2	1.319	1.583	901081168	4317423	29004	342465963	5376840	722686912	137	1232	106744	31151007	224358109	134357846	11684267
1495831146348264062	parsec.facesim	1	1	1800	40	1.1	1.147	1.374	901083610	107209	50488	182434432	1191401	385234451	619	224	22053	6744514	178937632	96099532	16319160
1495831146857469626	parsec.facesim	1	1	1800	39	1.1	1.103	1.321	901079560	51483	21715	171581781	239791	351204673	116	226	22707	6685120	177121625	95226521	16096951
1495831147366732087	parsec.facesim	1	1	1800	39	1.1	1.093	1.309	901084222	54748	23156	170758136	237453	348468009	117	224	22229	6661739	176560805	94887998	16095502
1495831147876021340	parsec.facesim	1	1	1800	39	1.1	1.107	1.326	901105615	51536	22079	166579327	230950	339416055	116	228	24244	6878947	181908865	97367027	16927584
1495831148385305950	parsec.facesim	1	1	1800	39	1.1	1.100	1.318	901080747	53360	23140	166125307	232858	338891349	117	224	21877	6707085	178415664	95830148	16255549
1495831148894528811	parsec.facesim	1	1	1800	39	1.1	1.099	1.316	901123455	51269	22044	166405476	230977	339036284	116	228	22777	6753697	179407893	96335285	16384297
1495831149403812528	parsec.facesim	1	1	1800	39	1.1	1.096	1.312	901077434	52960	22916	167070841	233462	340856784	117	224	22375	6716978	178463490	95874256	16264437
1495831149913134265	parsec.facesim	1	1	1800	39	1.1	1.099	1.316	901109677	52585	22694	167263302	232532	340811903	117	226	22422	6674348	177212457	95213595	16114725
1495831150422403672	parsec.facesim	1	1	1800	39	1.1	1.096	1.313	901074345	53719	22933	165815223	230580	338151010	117	218	22823	6688063	176919398	95057679	16207355
1495831150931625579	parsec.facesim	1	1	1800	39	1.1	1.097	1.315	901080122	51057	22272	169851280	237463	346681415	116	226	22722	6824397	180517581	96626147	16687899
1495831151440927654	parsec.facesim	1	1	1800	39	1.1	1.102	1.321	901080075	53374	22828	165406435	230661	337547752	117	224	22018	6745703	179032743	96086411	16331246
1495831151950233460	parsec.facesim	1	1	1800	39	1.1	1.092	1.309	901096670	52992	22299	168484387	235182	343398023	116	228	23826	6687315	177255583	95255731	16136431
1495831152459574037	parsec.facesim	1	1	1800	39	1.1	1.107	1.326	901074607	53606	23032	169418357	235203	345626990	117	224	21867	6693026	177869469	95538351	16195116
1495831152968927782	parsec.facesim	1	1	1800	39	1.1	1.089	1.305	901215633	51291	22194	165629194	231259	337810234	116	228	22949	6724280	178513941	95873793	16267824
1495831153478160695	parsec.facesim	1	1	1800	39	1.1	1.092	1.308	901203785	52775	23195	167882058	233299	342201053	117	224	22764	6559719	173717377	93438672	15707022
1495831153987470338	parsec.facesim	1	1	1800	39	1.1	1.089	1.305	901219972	53238	22584	165850574	231407	338221316	118	226	23785	6716632	178147426	95737821	16225749
1495831154496828044	parsec.facesim	1	1	1800	39	1.1	1.096	1.312	901090085	54614	22149	168351293	235407	343177212	115	224	23172	6777360	179116275	96171295	16512444
1495831155006091876	parsec.facesim	1	1	1800	39	1.1	1.101	1.318	901095890	53711	22777	167431506	233297	341925333	116	226	22847	6777922	179661189	96260598	16534402
1495831155515416105	parsec.facesim	1	1	1800	39	1.1	1.095	1.311	901094338	52827	22264	168120885	234865	342564810	117	224	21525	6703220	178294966	95751903	16246253
1495831156024741668	parsec.facesim	1	1	1800	39	1.1	1.098	1.315	901093749	52283	22847	166708438	233334	340104964	116	228	23129	6732419	178837472	96059731	16313803
1495831156534018399	parsec.facesim	1	1	1800	39	1.1	1.094	1.310	901097397	50963	21256	168021424	233191	342476941	116	226	21817	6723914	178394437	95822215	16247785
1495831157043303380	parsec.facesim	1	1	1800	39	1.1	1.098	1.315	901144813	51625	21841	168480750	235054	344216516	117	241	517753	26740035	296719209	164571742	14875871
1495831157552608112	parsec.facesim	1	1	1800	40	1.1	1.227	1.471	901189656	4208374	26749	307412138	3708129	615816714	131	224	985367	46335544	409296100	232787749	13461903
1495831158061934366	parsec.facesim	1	1	1800	40	1.1	1.226	1.469	901217425	7622831	27598	411380834	6720635	830456730	117	224	971480	44573056	393213418	225944583	14130431
1495831158571120141	parsec.facesim	1	1	1800	40	1.2	1.360	1.632	901257447	7511389	28062	402078595	6670656	816220349	116	251	535187	49584385	348830653	198834118	9922280
1495831159080289313	parsec.facesim	1	1	1800	40	1.2	1.360	1.632	901163812	7329904	28787	396530320	6668567	809019982	117	2293	1291117	134768423	324238802	215513075	9671097
1495831159589648006	parsec.facesim	1	1	1800	40	1.2	1.341	1.609	758977354	2707765	27730	340887589	5537345	755862600	138	18966	1673464	56810715	117190044	116433075	9321484
1495831160609058642	parsec.freqmine	1	1	1800	40	1.1	.930	1.113	901502431	9354966	2729666	194893447	3222264	376436541	47503	84513	5356035	77355709	196518292	234060993	15280982
1495831161118848734	parsec.freqmine	1	1	1800	39	1.1	1.168	1.400	901313495	9212376	2692009	200343080	3178757	395295156	46806	83154	5313827	81442888	202312893	237282128	15067111
1495831161628762316	parsec.freqmine	1	1	1800	40	1.1	1.175	1.409	891755122	7198140	2137806	174880810	2548126	353569886	36857	69745	4475714	76404731	184754887	207662286	12741335
1495831162138117564	parsec.freqmine	1	1	1800	39	1.1	1.180	1.414	901178014	254944	119337	78311054	214201	187714204	1244	1982	605576	39935687	77823371	48495799	1008045
1495831162647323259	parsec.freqmine	1	1	1800	39	1.1	1.019	1.220	901172868	263225	120731	78707260	223421	188476946	1272	2031	616880	39946725	77935996	48760860	1029133
1495831163156617545	parsec.freqmine	1	1	1800	39	1.1	.985	1.179	901180805	251802	116152	78013493	211615	187100277	1214	1924	634328	39918527	77723929	48877744	1046449
1495831163665827988	parsec.freqmine	1	1	1800	39	1.1	.987	1.182	901212314	255036	118937	78492893	208548	188316515	1216	1912	617241	39886652	77644133	48568346	1054092
1495831164175326598	parsec.freqmine	1	1	1800	39	1.1	.986	1.180	901274346	255737	119654	78623747	208497	188497277	1221	1920	646844	39903725	77693490	49040669	1061613
1495831164684628306	parsec.freqmine	1	1	1800	38	1.1	.987	1.181	901162164	256764	120126	78579714	209648	188492158	1222	1924	595526	39886115	77650301	48203698	1054104
1495831165193935928	parsec.freqmine	1	1	1800	38	1.1	.985	1.179	901112936	255403	119546	78510113	210962	188312741	1219	1921	653605	39910035	77698933	49158907	1057914
1495831165703424022	parsec.freqmine	1	1	1800	38	1.1	.986	1.180	901121910	257878	121123	78504676	204710	188129096	1222	1927	593921	39869599	77633609	48169861	1058326
1495831166212672299	parsec.freqmine	1	1	1800	38	1.1	.986	1.180	901137275	251001	117528	78564097	208322	188417354	1221	1926	639983	39915751	77717552	48982736	1055241
1495831166722127693	parsec.freqmine	1	1	1800	38	1.1	.986	1.180	901121090	254196	117231	78529912	209926	188348084	1216	1920	654282	39906885	77698718	49186585	1055000
1495831167231445203	parsec.freqmine	1	1	1800	38	1.1	.986	1.180	901132400	253895	118714	78616972	211551	188500056	1217	1925	642762	39913167	77707854	49001924	1058182
1495831167740769647	parsec.freqmine	1	1	1800	38	1.1	.986	1.181	901125365	253683	119366	78515894	209997	188376355	1215	1916	623379	39881126	77628003	48648181	1055216
1495831168250186553	parsec.freqmine	1	1	1800	38	1.1	.986	1.180	901178735	253088	118521	78630425	209820	188491458	1218	1923	638832	39902782	77694873	48913020	1058971
1495831168759486398	parsec.freqmine	1	1	1800	38	1.1	.987	1.181	901180426	254763	118843	78602741	209202	188533254	1221	1928	642710	39929129	77743896	49016469	1053665
1495831169268788637	parsec.freqmine	1	1	1800	38	1.1	.985	1.179	901113690	260475	123449	80348138	215984	193048802	1342	3162	1199606	43114996	92251037	73212732	1639391
1495831169777991483	parsec.freqmine	1	1	1800	39	1.1	.986	1.180	901095554	323255	183629	212341199	645366	1249317078	1994	3147	3806553	46779484	220234475	277446755	5340681
1495831170287218449	parsec.freqmine	1	1	1800	39	1.2	1.378	1.654	901097500	543056	306950	202058791	2792270	1076740315	4104	10247	3949944	60325001	197292548	227313541	18668200
1495831170796649271	parsec.freqmine	1	1	1800	39	1.2	1.386	1.662	901104837	1585130	886274	199869383	8010933	469609331	14003	30430	2354962	114158441	201757619	113436293	32038432
1495831171305839982	parsec.freqmine	1	1	1800	39	1.1	1.101	1.319	901157892	734003	429923	272922248	4378178	586898765	6436	7959	5481181	108254985	319239401	205997471	16628890
1495831171814948989	parsec.freqmine	1	1	1800	39	1.1	1.168	1.399	901073390	116291	27661	506240695	804194	985476933	127	244	10170582	151428775	522008375	372838070	2757557
1495831172324049441	parsec.freqmine	1	1	1800	40	1.2	1.412	1.695	901194366	111397	27381	545452754	690764	1025396255	120	224	10171580	153750714	558398816	395910405	1463956
1495831172833085795	parsec.freqmine	1	1	1800	40	1.2	1.437	1.724	901133489	109996	26136	553122887	713833	1029198287	114	226	10250104	151480058	543809822	385576657	2217008
1495831173342174778	parsec.freqmine	1	1	1800	40	1.2	1.439	1.727	901155227	116170	28392	515606425	908291	981298674	122	246	11124552	149358120	530047305	391687699	2216079
1495831173851290705	parsec.freqmine	1	1	1800	40	1.2	1.420	1.704	901091874	112925	27419	551584900	691109	1031662228	121	226	9612613	154847465	565274386	391689887	1589720
1495831174360374176	parsec.freqmine	1	1	1800	40	1.2	1.443	1.732	901077419	107164	25679	557374526	656284	1037969622	116	224	10088436	153232792	560598303	394562811	1425821
1495831174869457071	parsec.freqmine	1	1	1800	41	1.2	1.440	1.727	901078017	112851	27064	543042987	759712	1017908075	118	228	10221275	151653082	547803879	387672937	1814270
1495831175378477547	parsec.freqmine	1	1	1800	40	1.2	1.430	1.716	901079403	108196	26058	557197010	651574	1036485747	116	224	9649619	154028399	565253876	390722839	1487690
1495831175887538739	parsec.freqmine	1	1	1800	40	1.2	1.441	1.729	901074786	111076	26241	559448378	631563	1039685753	116	224	9967391	153337295	562555988	393565896	1331529
1495831176396798529	parsec.freqmine	1	1	1800	41	1.2	1.438	1.725	901142281	111353	26494	550217653	733749	1022295060	117	224	10499350	151989105	554535579	395964358	1916751
1495831176906154808	parsec.freqmine	1	1	1800	41	1.2	1.441	1.728	901131904	114559	27423	541569908	776133	1014872863	119	232	10374844	152854761	548156488	392641857	1794637
1495831177415197601	parsec.freqmine	1	1	1800	41	1.2	1.433	1.719	901071986	110973	26317	556492926	655517	1038681042	116	224	9942047	153922318	559463229	393379944	1697916
1495831177924282529	parsec.freqmine	1	1	1800	41	1.2	1.443	1.731	901071352	111980	26642	552690848	718310	1028692756	116	224	10348724	153231988	555519853	396277674	1513923
1495831178433479925	parsec.freqmine	1	1	1800	41	1.2	1.438	1.726	901097654	111593	26793	551632578	738494	1026583973	116	224	10667462	152240552	552888782	398428496	1380874
