#Timestamp	Benchmark	Run(#)	GPU Frequency (MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Power(W)	inst_executed_cs	sm_inst_executed_texture	sm_inst_executed_global_loads	m_inst_executed_global_stores	threads_launched	gpu_busy	sm_executed_ipc	sm_issued_ipc	l2_write_bytes	l2_read_bytes	sm_active_cycles	sm_active_warps	sm_warps_launched
2206240	cfd	1	460	26	0.820000	2.086897435897436	306.788894	13.86851	11.467163666666666	2.5275133333333333	17.917034	99.99904533333334	0.0	0.0	319.01234066666666	3069.1654003333333	199.6861726666667	5896.506373666666	0.5489586666666667
2206754	cfd	1	460	26	0.820000	2.0635948717948716	306.8343913333334	13.820855	11.606324	2.442105666666667	17.929058666666666	100.0	0.0	0.0	322.4820663333333	3041.636246	199.69021533333333	6022.338395	0.5485006666666666
2207265	cfd	1	460	26	0.820000	2.0711333333333335	308.23813766666666	13.807240666666665	11.447629333333333	2.440863	18.18594966666667	100.0	0.0	0.0	320.15963366666665	3023.819648666666	199.688226	5933.866154666666	0.548454
2207776	cfd	1	460	26	0.820000	2.067589743589744	312.4284006666667	13.804642666666666	11.425962333333333	2.4494103333333332	18.132893666666664	100.0	0.0	0.0	317.01966833333336	3022.6243696666666	199.69169466666665	5670.35186	0.5483046666666667
2208287	cfd	1	460	26	0.820000	2.076379487179487	312.34983133333327	13.799254666666668	11.582332333333333	2.4475423333333333	18.004435	100.0	0.0	0.0	313.74155133333335	3022.706047333333	199.69394933333334	5605.522252666667	0.548742
2208798	cfd	1	460	26	0.820000	2.0969692307692305	311.803545	13.796390666666667	11.586805666666665	2.447016666666667	17.981545666666666	100.0	0.0	0.0	312.28127366666666	3021.2060946666666	199.6866633333333	5788.5016436666665	0.5482493333333333
2209306	cfd	1	460	27	0.820000	2.0987230769230774	317.0541436666667	13.784957999999998	11.501056666666665	2.453880333333333	17.92516433333333	100.0	0.0	0.0	312.7158523333333	3054.9301806666667	199.68416033333332	5640.0105416666665	0.5527336666666667
2209815	cfd	1	460	27	0.820000	2.088748717948718	315.904058	13.806921	11.373740666666668	2.446341	18.296908	100.0	0.0	0.0	313.6797243333333	3108.454641	199.69057633333333	5109.054995333333	0.558731
2210323	cfd	1	460	27	0.820000	2.0957641025641025	311.92975533333333	13.898162999999998	11.551971333333332	2.4919603333333336	18.265950333333336	100.0	0.0	0.0	313.55458266666665	3067.3975916666664	199.68509766666668	5304.588740333334	0.5541973333333333
2210832	cfd	1	460	27	0.820000	2.089538461538462	311.7089036666667	14.046794666666665	11.602354333333333	2.4931593333333333	17.925389666666664	100.0	0.0	0.0	313.27860533333336	3037.748594666667	199.68511166666667	5233.360944	0.5499413333333333
2211341	cfd	1	460	27	0.820000	2.0808	311.91194033333335	14.222850666666668	11.579917333333333	2.4888486666666663	17.956786	100.0	0.0	0.0	313.575009	3062.402231666667	199.690617	5230.514890666666	0.5612796666666667
2211854	cfd	1	460	26	0.820000	2.0808615384615385	306.90157300000004	14.320399666666667	11.598599333333333	2.529675	18.317557333333333	100.0	0.0	0.0	313.71938600000004	3072.5623580000006	199.69113566666667	5066.661698	0.5682483333333334
2212368	cfd	1	460	26	0.820000	2.088441025641026	306.74443533333334	14.163872	11.573976333333334	2.475867666666667	18.194086333333335	100.0	0.0	0.0	313.645217	3044.290959	199.68173000000002	7413.708998666666	0.5681876666666666
2212883	cfd	1	460	26	0.820000	2.084153846153846	306.884801	14.014472666666668	11.402207000000002	2.4838276666666665	17.998780999999997	100.0	0.0	0.0	313.1728143333333	3019.626554	199.68346499999998	7629.656455333333	0.5584063333333333
2213397	cfd	1	460	26	0.820000	2.0702564102564103	306.969765	13.873173333333334	11.375773333333335	2.4929783333333333	17.934670666666666	100.0	0.0	0.0	317.5369766666667	3019.528599333333	199.68513	7540.882041	0.5528513333333334
2213909	cfd	1	460	26	0.820000	2.0804666666666667	306.560955	13.793799333333332	11.578610666666668	2.4967026666666667	17.906878666666667	100.0	0.0	0.0	324.0534006666667	3023.1892356666667	199.68878800000002	7436.234067666665	0.5483336666666666
2214421	cfd	1	460	26	0.820000	2.091994871794872	307.69113566666664	13.797062000000002	11.563580333333334	2.4704776666666666	18.147716333333335	99.99709	0.0	0.0	324.21043733333335	3022.4631676666663	199.6901376666667	7320.119611333333	0.5490339999999999
2214933	cfd	1	460	26	0.820000	2.079051282051282	312.175572	13.799689333333333	11.396533333333332	2.4444656666666664	18.299035333333332	99.99716599999999	0.0	0.0	319.1069506666667	3023.0048683333334	199.688729	7683.183881	0.5484896666666667
2215448	cfd	1	460	26	0.820000	2.0668820512820507	309.2530013333333	13.811633666666667	11.601569333333332	2.4420406666666667	18.088544666666667	100.0	0.0	0.0	314.1481343333333	3019.800226	199.692448	7344.095484333334	0.5494376666666666
2215961	cfd	1	460	26	0.820000	2.0807487179487176	307.7474353333333	13.812788	11.533146333333335	2.458778	17.941358	100.0	0.0	0.0	313.001678	3018.7348123333336	199.684271	7277.399548	0.5501783333333333
2216470	cfd	1	460	27	0.820000	2.0723948717948715	317.141322	13.815115	11.365082000000001	2.441635	17.940337333333336	100.0	0.0	0.0	312.615276	3042.675654	199.687515	7285.116339333334	0.5504633333333333
2216979	cfd	1	460	27	0.820000	2.0863589743589745	317.08531766666664	13.818029000000001	11.377788333333333	2.4525626666666667	17.923135666666667	100.0	0.0	0.0	312.8989226666667	3100.649989	199.686824	7724.5524036666675	0.558766
2217488	cfd	1	460	27	0.820000	2.09774358974359	314.654247	13.886929666666667	11.501386666666667	2.4884363333333335	18.003804333333335	100.0	0.0	0.0	313.3191336666667	3110.9252576666663	199.688005	7549.975926666667	0.559084
2218001	cfd	1	460	26	0.820000	2.099317948717949	307.70526666666666	14.010643666666667	11.558100666666666	2.491225666666667	18.205811999999998	100.0	0.0	0.0	313.63856633333336	3082.568058333333	199.69083533333333	7442.980195666667	0.5596936666666666
2218515	cfd	1	460	26	0.820000	2.0977589743589746	306.65544300000005	14.119064	11.516155	2.491454	18.440309	100.0	0.0	0.0	313.43088933333337	3076.9027026666668	199.60392866666666	7562.7494443333335	0.5659
2219029	cfd	1	460	26	0.820000	2.0717641025641025	307.129894	14.246258000000003	11.385737666666666	2.5265616666666664	18.585707666666668	100.0	0.0	0.0	312.97117166666663	3061.455586666667	199.68926466666667	7574.001459	0.568718
2219542	cfd	1	460	26	0.820000	2.0776153846153846	307.0616473333334	14.313623999999999	11.388269666666666	2.5238033333333334	18.476618666666667	100.0	0.0	0.0	313.1385736666667	3059.7528836666665	199.69068833333336	8042.668111666666	0.559281
2220057	cfd	1	460	26	0.820000	2.0711333333333335	306.8333073333333	14.113216	11.383679	2.497348	18.247525	100.0	0.0	0.0	313.55600366666664	3078.4514416666666	199.68323233333334	7944.667080333333	0.5556586666666666
2220571	cfd	1	460	26	0.820000	2.0754564102564106	306.69269933333334	13.994324	11.362775333333333	2.466943666666667	17.918524	100.0	0.0	0.0	316.818571	3078.7634373333335	199.57455033333335	7921.046603666667	0.5486623333333333
